Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
08/12/2013,V (Oct 13),16.2,16.39,15.9,16,16.05,-0.05,14616,0,50554
08/13/2013,V (Oct 13),15.9,16.25,15.87,16.11,16.15,0.1,19732,0,52130
08/14/2013,V (Oct 13),16.13,16.4,15.9,16.31,16.35,0.2,18011,583,53515
08/15/2013,V (Oct 13),16.5,16.9,16.5,16.85,16.85,0.5,26246,0,52412
08/16/2013,V (Oct 13),16.7,16.85,16.25,16.67,16.7,-0.15,33306,0,56889
08/19/2013,V (Oct 13),16.7,16.9,16.45,16.86,16.9,0.2,21862,0,57052
08/20/2013,V (Oct 13),16.8,16.95,16.2,16.66,16.7,-0.2,31709,0,61156
08/21/2013,V (Oct 13),16.75,17.1,16.2,16.93,16.95,0.25,52352,131,65698
08/22/2013,V (Oct 13),16.85,16.85,16.3,16.38,16.4,-0.55,33275,0,67999
08/23/2013,V (Oct 13),16.34,16.4,16.15,16.21,16.25,-0.15,24104,0,68626
08/26/2013,V (Oct 13),16.24,16.75,15.9,16.67,16.7,0.45,31551,285,70640
08/27/2013,V (Oct 13),16.9,17.9,16.84,17.85,17.9,1.2,64185,4,79007
08/28/2013,V (Oct 13),17.85,18.1,17.39,17.93,17.95,0.05,48984,73,76581
08/29/2013,V (Oct 13),17.6,18.05,17.45,17.92,17.95,0,38043,0,75731
08/30/2013,V (Oct 13),17.8,18.42,17.77,18.12,18.15,0.2,38424,0,75787
09/03/2013,V (Oct 13),17.65,17.93,17.2,17.62,17.65,-0.5,44608,0,76630
09/04/2013,V (Oct 13),17.6,17.78,17.44,17.53,17.55,-0.1,39083,0,82813
09/05/2013,V (Oct 13),17.5,17.65,17.23,17.37,17.4,-0.15,31077,0,90386
09/06/2013,V (Oct 13),17.3,17.87,17,17.48,17.5,0.1,55247,0,96026
09/09/2013,V (Oct 13),17.35,17.38,16.7,16.77,16.8,-0.7,45294,3230,105871
09/10/2013,V (Oct 13),16.45,16.5,16.2,16.32,16.35,-0.45,48828,663,120754
09/11/2013,V (Oct 13),16.3,16.4,15.65,15.72,15.75,-0.6,50537,1242,134394
09/12/2013,V (Oct 13),15.7,16,15.45,15.77,15.8,0.05,48351,555,143669
09/13/2013,V (Oct 13),15.85,16,15.55,15.76,15.8,0,57972,2712,157785
09/16/2013,V (Oct 13),15.2,15.7,15.15,15.53,15.55,-0.25,54543,623,166862
09/17/2013,V (Oct 13),15.55,15.6,15.3,15.43,15.45,-0.1,55503,1337,180340
09/18/2013,V (Oct 13),15.4,15.7,14.65,14.69,14.7,-0.75,94380,873,181844
09/19/2013,V (Oct 13),14.6,14.95,14.55,14.73,14.75,0.05,58683,652,179223
09/20/2013,V (Oct 13),14.75,15.1,14.6,14.98,15,0.25,64628,509,171703
09/23/2013,V (Oct 13),15.1,15.52,14.9,15.32,15.35,0.35,50145,0,165006
09/24/2013,V (Oct 13),15.35,15.42,14.85,15.03,15.05,-0.3,43965,0,163984
09/25/2013,V (Oct 13),15.1,15.32,14.9,15.02,15.05,0,58190,0,158479
09/26/2013,V (Oct 13),14.9,15.08,14.75,14.78,14.8,-0.25,46277,313,153345
09/27/2013,V (Oct 13),15,15.7,14.95,15.48,15.5,0.7,62826,0,141192
09/30/2013,V (Oct 13),16,16.45,15.75,16.18,16.2,0.7,79017,0,129252
10/01/2013,V (Oct 13),16.05,16.25,15.4,15.42,15.45,-0.75,61437,0,125895
10/02/2013,V (Oct 13),15.75,16.4,15.75,16.36,16.35,0.9,71114,0,119350
10/03/2013,V (Oct 13),16.35,18,16.25,17.23,17.25,0.9,113952,0,118299
10/04/2013,V (Oct 13),17.1,17.45,16.7,16.77,16.8,-0.45,66521,0,105837
10/07/2013,V (Oct 13),17.5,18.5,17.45,18.48,18.5,1.7,72030,78,101788
10/08/2013,V (Oct 13),18.4,19.83,18.13,19.38,19.4,0.9,110229,638,93448
10/09/2013,V (Oct 13),19.1,20.26,18.2,18.84,18.85,-0.55,110808,0,79230
10/10/2013,V (Oct 13),18.65,18.7,16.18,16.38,16.4,-2.45,84966,122,65410
10/11/2013,V (Oct 13),16.3,16.3,15.5,15.68,15.7,-0.7,51621,0,48620
10/14/2013,V (Oct 13),16.5,17.15,15.7,15.87,15.9,0.2,59474,0,38217
10/15/2013,V (Oct 13),15.9,18.28,15.8,18.17,18.2,2.3,65070,90,32339
10/16/2013,V (Oct 13),0,0,0,0,17.21,-0.99,0,0,29637
